"id","magnitude","x","y","z"
"1","-1.46","-0.4942922071777859","2.4765025696997838","-0.7584146943657646"
"2","-0.74","-6.009031339258428","57.288492364503696","-75.6026808967634"
"3","-0.27","-0.5009177704355995","-0.4188634624541278","-1.1699708763881569"
"4","-0.05","-8.819389880240474","-5.9298031876300685","3.6972551483402407"
"5","0.03","0.9588661336655404","-5.8975849340322934","4.801245977316937"
"6","0.08","1.7165054056814721","8.974661519005519","9.461296176006877"
"7","0.13","51.430690703541266","255.86284839058433","-37.6153292099898"
"8","0.34","-1.461408206767779","3.1590839089453344","0.31830321451536203"
"9","0.45","20.99868173028681","9.53806599121949","-35.837747772037886"
"10","0.5","4.1120542605220125","195.15242755923637","25.376097744650274"
"11","0.61","-50.69223126075153","-30.405886122408745","-103.94173544457273"
"12","0.76","2.3513253235386253","-4.47941256510105","0.789356842648142"
"13","0.77","-44.0922884643098","-5.140258675147935","-87.49584102502098"
"14","0.85","6.885381232162593","17.918333907472668","5.689380304236865"
"16","1.04","-70.06462478391418","-27.31466086916869","-14.837357601789078"
"15","1.06","-58.14669599908704","-139.35859560393587","-75.06360554376049"
"17","1.15","-4.045295631935688","8.174650426328096","4.85497627491242"
"18","1.16","6.443865103699905","-1.7976077652534717","-3.803822722876221"
"19","1.25","363.2269253181759","-427.4261127196761","566.4313143933142"
"20","1.25","-42.39157294431087","-8.956567292816093","-74.112735922624"
"21","1.35","-21.019074485395006","11.132362128478485","5.0414493977579875"
"22","1.5","-29.18350611908235","111.58678742279065","-63.86053847525094"
"23","1.58","-5.388496122625774","12.304850992108143","8.35749517775313"
"24","1.59","-14.623208258869806","1.9300894270043796","-22.81160097823533"
"25","1.62","-16.0147576235431","-138.45806908594673","-105.42768000193912"
"26","1.64","11.545687508202333","75.3002162625914","8.477267005447706"
"27","1.65","5.285950322086303","35.67960203472287","19.671601542394548"
"28","1.67","-8.808790473385239","7.847849623753064","-31.92252406219448"
"29","1.69","63.51483601555577","609.7695930217085","-12.86229525430317"
"30","1.73","18.671060023263017","-9.903222470883934","-22.63313847946254"
"31","1.74","32.376859976184704","384.7362742460789","-13.09551902014802"
"32","1.79","-17.41819845470627","4.517530924310908","33.49049872352238"
"33","1.79","63.325464372617326","78.42603740101754","119.54014851618523"
"34","1.83","-111.18506057583646","425.12999186734066","-218.06932674771016"
"36","1.85","8.459449504096472","-34.39897884030453","-24.241261598913674"
"35","1.86","-6.609249449301102","-60.18361529051714","-56.45518554012808"
"37","1.86","-59.83803085377732","77.62080527983606","-166.44776733714937"
"39","1.93","-5.058865114613109","30.46637955062064","9.088931348590277"
"38","1.94","19.20915718501083","-23.3959321967195","-46.1453001583691"
"418551920284673408","1.9425238","38.52144068874314","6.880611909310861","59.204122954886756"
"41","2.0","15.729600718503134","9.750219342952933","8.032378267540036"
"4357027756659697664","2.0164251","-21.74904018677014","-43.78669412405419","-3.157304295578877"
"40","2.04","27.576370542671047","5.309124094125556","-9.117390443795689"
"49","2.06","11.620174353060847","217.30649258804843","-37.079121674761744"
"45","2.07","25.971329254170154","0.9509183408687731","14.459439731500927"
"5589311357728452608","2.0832374","-45.718447137509266","130.65669355099493","-104.67993776732888"
"4993479684438433792","2.0899775","18.404594390423895","2.1204207639682293","-16.86229537259998"
"4038055447778237312","2.1164951","2.5766868706481247","-33.440563343229186","-25.05660684784764"
"42","2.12","14.643161459752925","15.726074216264971","18.64996690911665"
"1279798794197267072","2.1833525","-48.41995697837102","-42.45790959671731","32.91795608097628"
"160886283751041408","2.1975422","31.347736473619367","111.13908437793337","75.46722145208341"
"4302054339959905920","2.223692","78.63464058084566","-157.2697304055127","32.94831171189289"
"50","2.23","44.826978661410074","365.17601749781306","-1.920647573367538"
"1222646935698492160","2.2693703","-12.527370700906912","-17.03683146161669","10.642361668530047"
"5111187420714898304","2.2707934","29.01984584351624","49.280951407115204","-13.739760899426583"
"1563590579347125632","2.282647","-13.342361958147768","-5.116943940955005","20.351561482512825"
"43","2.29","-12.885471076347038","-117.34223942031593","-82.64615405765011"
"4049506483413484672","2.296982","10.113673466944135","-110.09410356586123","-63.389317352159686"
"6227443304915069056","2.3034124","-50.079187131958015","-51.889681468000724","-34.060777866883726"
"804753180515722624","2.32451","-38.31549739489295","17.395389353209463","37.22827878278854"
"4429785739602747392","2.3253543","-12.622781372015956","-18.761735659435086","2.54675257814435"
"2106630885454013184","2.3616831","16.489281851512438","-66.96135578450874","66.47111964589273"
"44","2.39","181.14324567917362","-90.80707821418714","33.76208785279232"
"5922444483103229952","2.3912818","-18.720566246196096","-122.69584529519007","-180.79230034613147"
"6407842789021567872","2.396663","25.276282535944663","-11.988668282346014","-48.96605124627871"
"856096765753549056","2.3985364","-13.882709927893018","3.6004030445429813","21.572188729616816"
"3704342295607157120","2.4037774","-55.669826702218344","-13.77562922699054","3.4043709506094557"
"4473334474604992384","2.4423249","-1.8309814278899028","-25.344679964018933","2.0302211479115497"
"3501215734352781440","2.448283","-41.23912002369792","-6.234487579109669","-18.045959728701607"
"2202630001603369856","2.450726","3605.0630113501716","-2442.9273850018267","7184.993128867331"
"4629125170492116224","2.4740036","9.860840099772314","15.075020223684914","-63.822427247365006"
"702343774145932544","2.488654","-43.1545801744398","35.87526835243887","38.41494744936646"
"1625209684868707328","2.494415","-5.431833681258196","-12.1987842571197","24.608844084886357"
"6126469654585981952","2.508257","-110.64423156403808","-4.036629725898203","-135.3791089755731"
"5917537534527580160","2.5107856","-25.64190110281376","-93.4420418304543","-143.6024459279387"
"5361403934691772160","2.5133939","-21.25872944743591","7.0335897749241925","-26.144184742471065"
"4076915349846977664","2.5435061","2.5617548124061775","-20.88659159756358","-10.002140257899915"
"5306951892646516992","2.5465453","-29.640905172847848","22.49441073335368","-57.3736024508226"
"1297565458994346240","2.547638","-16.146648421146885","-39.086631908591485","16.649722825747023"
"1415230383034813824","2.5482864","-8.820152429036916","-67.98626803528792","88.70574165437155"
"2971266110612490624","2.5535128","67.19856386047319","562.0908818729258","-181.99560386999477"
"4337352305320149760","2.5565956","-46.92283951935676","-124.11085040988269","-24.752139036782513"
"5099455184968674560","2.5895581","56.3802144919219","66.90487220867195","-34.919754642083404"
"5502164890740285696","2.6184993","-7.312584514658407","33.02785485118393","-41.20427809559255"
"3736865265441207424","2.619051","-31.308496275286277","-8.70787342385133","6.292768659085518"
"2968097043228517120","2.627176","6.188203630566019","44.37589671064294","-16.98398433352773"
"3490234568129160704","2.6297014","-87.01120726871447","-3.8458880045282333","-36.28981156377676"
"5512070906394195968","2.6405158","-16.22712812085873","39.55155169242724","-40.287305377287616"
"3384529341302871296","2.6483977","-46.02430050713907","237.15001427092378","113.32169789611785"
"447071293401293056","2.651","29.14278958807209","30.38891157568643","56.91429628932204"
"2026116260337482112","2.651682","37.92020927438963","-90.73862229960619","52.2012941571042"
"2900546759663847168","2.6532035","6.443035360910815","72.36773459043623","-49.14277178858856"
"2962546605447869184","2.6534927","13.973636444171198","57.607783005673824","-24.39811173802955"
"779106556394253824","2.68003","-29.970629575518267","6.69072923950383","30.17531603967905"
"510204838759030144","2.6805298","14.425247840040653","5.669641434985432","27.101996139178418"
"4683897617110115200","2.6807318","1.6395458421755902","0.18629554364467188","-7.294027991425369"
"1339952869195300608","2.7025177","-17.534029603609707","-88.24334653990579","67.32750607915094"
"5859405805013401984","2.7034264","-37.445747860908966","-2.8747742534676703","-92.77166092927729"
"2671038928727970944","2.7120852","132.8876704775894","-100.53933925903414","-16.254196267304216"
"1381119031215320576","2.7236698","-34.05179583851082","-80.85110821670571","78.66428074759985"
"4049975081571729920","2.7243106","0.6769992401747029","-26.712913483383996","-15.693043588353953"
"1887953690728237568","2.7250793","49.052276362943964","-17.129207501735245","30.265385913340193"
"2680356911816018048","2.727835","177.6194220609767","-96.65608391770249","-1.1290333292597616"
"5239828735016184448","2.7347076","-53.42117918767698","18.66703841401384","-118.08013537912429"
"3557567320183657472","2.7356641","-38.472278469014505","12.199225195177839","-11.72016125123236"
